c1,c2
0.33138046,3.6703167
14.178349,-0.7558701
12.6431465,-5.559683
13.148203,-3.849741
2.5359545,10.615535
2.162778,-7.744407
-0.4054439,-0.8736021
3.4932132,13.545319
11.636119,-6.6972775
-0.6486543,1.8383893
9.30411,13.445932
-0.22033355,8.860035
1.7829472,9.431966
-0.9338221,4.209186
12.4185915,11.510671
0.6899065,1.6562887
10.804507,-3.120996
15.248111,9.737664
13.243631,8.587042
13.690242,6.01161
13.715481,2.5301054
11.809839,11.477518
0.42506447,-0.42164037
15.41354,9.5375
8.952259,15.264499
2.5208879,10.622291
13.369111,2.5648983
12.03703,-3.05359
13.493533,2.8537216
5.477122,12.313088
14.996478,-0.053721234
3.3801334,11.123375
9.028795,14.226905
10.240069,-6.55697
9.57463,-5.8461914
-6.423988,4.072267
9.797201,13.877918
7.0056157,12.563871
10.787265,-6.697979
14.393023,10.795824
1.710091,-0.7916311
5.572847,14.394369
0.9883538,9.660741
12.987101,-5.5537157
12.876162,0.37216422
-0.6061792,4.175856
10.473392,15.083873
9.394725,13.111835
15.617253,5.1094484
14.36054,5.8879724
4.4153056,10.655229
12.107894,-6.8969707
-0.84207106,2.350326
-0.2729518,9.008574
12.629974,13.196585
15.340589,-1.8496515
11.326256,-1.8743627
15.522192,8.977222
9.480847,13.967069
-0.37334567,6.231773
13.186132,10.611521
14.853187,10.270796
15.400286,3.6017537
11.525109,-5.154192
0.56281453,8.852398
12.456899,-5.153567
15.430415,1.0742972
9.669597,-4.2767096
11.663383,-3.3905451
3.0254972,13.314347
0.11625917,5.8798666
7.3506103,13.086725
6.9100657,14.854199
14.322014,4.866293
8.417559,13.922349
9.565907,13.053968
9.02619,13.774389
-0.37723717,4.3888316
0.63855976,6.9671564
0.50144917,-4.8998775
1.7918073,9.887762
8.770015,12.805469
13.021246,11.726227
10.144385,-6.1793237
0.055611435,7.2349596
15.011079,-1.9492294
9.228868,12.299085
14.246954,0.06860452
14.436706,9.265621
6.4673543,13.825599
2.0570693,12.489254
13.359584,-2.8528492
10.205373,-6.062905
15.193208,2.5743911
9.796244,12.125527
0.88238776,0.670989
0.7044997,0.40917167
8.828105,15.343535
9.554017,-3.4816322
-0.62418437,6.543845
10.168114,-4.9445024
2.9173963,11.459641
1.2426798,6.933176
0.68765366,4.6576157
10.407642,8.383141
15.22432,0.68756056
0.3789056,-0.48420691
15.326475,2.1983402
0.85044634,8.871236
13.194141,9.614596
13.020025,-4.891887
13.498302,-4.9930696
7.7423677,13.244694
14.730887,-1.8219222
13.378555,-3.9915593
9.915791,-3.19685
0.9806947,11.618505
3.1154175,10.198412
11.346934,-2.326713
12.390809,-0.32533598
0.7688638,-2.954938
1.7677169,-7.0756984
-0.10265243,9.713355
3.9082694,13.430334
14.587792,11.029665
4.6916146,12.046878
14.0596,3.083094
-0.18018593,10.093935
11.116191,11.055094
14.4408455,7.7274013
13.772663,3.6056406
12.351668,-3.9618735
13.074612,9.859465
6.384039,14.219825
13.468954,7.7676554
15.695269,-0.08861687
13.712353,4.4589643
13.906051,5.310955
15.617718,3.840291
13.372135,2.5191808
14.014053,-1.089145
12.630487,-6.9176807
12.753596,0.30977133
1.1704075,-1.4703956
1.1850547,-4.011609
1.261978,8.847002
10.423647,12.374302
7.946633,14.713651
8.732658,13.88812
1.435094,10.987276
7.650926,14.0184765
10.596051,14.873629
12.383313,7.4811053
2.0346406,-5.7567616
3.6718686,13.979777
8.87133,-7.043218
13.015011,8.203723
4.8917794,11.66662
12.8644705,1.1752062
11.348228,11.389057
11.146666,13.567389
2.071295,7.5992675
14.117469,2.6638465
13.116488,-3.8058462
0.97648126,-0.31747657
-0.028230503,-3.4366179
14.528633,11.040719
13.719075,-4.3925915
11.991389,-4.668753
6.907496,11.157722
13.582513,-2.0119812
1.7823569,-2.0180407
14.729864,8.375642
12.318975,4.460783
1.8215826,9.017933
3.4531567,10.276989
-0.5221663,6.788211
0.35336474,0.30010203
1.275907,-0.2101487
1.1792344,-1.4955999
12.85166,-5.4326406
4.798065,14.144219
11.522333,11.095851
1.0495162,0.14988063
12.918908,7.849825
9.236757,12.021069
14.954532,4.1009264
0.2574125,10.502308
11.685733,-2.0542817
5.7429566,9.4786005
9.750684,-6.6566305
10.357984,10.605972
12.532065,3.9531028
11.423142,-6.364166
-0.24076802,1.0116656
9.077377,13.061569
8.830939,-5.5776
0.45366862,9.684555
11.467819,0.7544386
12.87802,3.1615627
11.837206,-4.9913974
10.984701,-6.941954
13.569258,12.168617
8.238041,12.384864
1.503177,7.320335
12.422317,5.102972
-0.87364024,2.2667282
10.502194,-6.439867
9.194571,12.959726
-0.44924542,1.6087953
-0.056338996,9.342485
15.279663,-1.2602544
1.674045,-2.2644155
9.420917,14.261187
0.5700431,7.714107
12.793523,-5.468661
1.2211798,8.554635
-0.28054592,-2.760014
13.121096,6.9530053
2.0082657,-6.4849863
12.339083,10.175495
12.471799,-3.5221908
12.718019,-5.919821
0.2584853,-0.004623022
1.0911611,-3.9788244
16.184193,2.4670749
13.800263,6.009381
12.600617,1.4199574
14.066074,8.24887
12.270617,13.478971
13.650204,6.411165
13.201416,3.9090898
10.8796215,12.904219
11.4880705,12.043016
9.771157,13.77581
5.3832693,10.053812
1.8996562,-2.6508358
0.41164708,-1.8534613
14.426997,-3.3708029
10.343372,9.017187
12.947325,9.846231
0.86201537,2.3061986
7.5512476,12.42866
10.1305275,8.7004
6.397225,14.600704
-0.4877224,5.519876
14.917083,8.975965
0.2498533,-4.1753917
12.1594925,-4.9958344
14.526869,7.443138
-0.3136512,9.843878
13.883125,-1.9491712
10.942665,1.7797345
2.1820393,-4.2602005
10.497179,12.359019
15.752993,4.2757564
12.765383,-5.5597286
13.650187,10.061866
12.720399,-5.7000566
0.8367821,10.232512
0.87260693,0.12092807
13.565813,8.208455
13.2831135,11.040172
14.860961,0.6872612
8.655538,-5.240643
6.72418,11.088184
0.24799992,0.41603115
13.48526,1.4936538
12.359132,11.576245
2.2930443,-8.10775
12.103237,-3.7045238
1.0270001,10.637968
-0.4193806,6.645064
3.0831182,14.028655
1.0007503,12.104865
3.8566034,14.5588875
1.5586681,6.946764
11.694354,11.491536
15.550397,-0.14443171
13.946913,-4.651383
14.672067,10.895373
6.874924,14.882786
15.275874,3.7052975
2.8814974,10.60989
11.953258,-6.901966
0.63329655,-4.3417215
3.311784,13.67368
3.0471804,13.277385
12.981214,2.5175867
13.733776,9.578433
9.998023,-7.196589
15.305759,0.039622348
12.238721,-4.362473
6.8279037,14.158595
13.9421625,8.6784525
0.34369355,9.658949
14.494369,7.570988
0.65577215,-5.262813
11.495242,2.6476038
0.6418578,0.29314852
15.351092,-1.2847444
13.673386,5.166392
9.344966,13.149825
12.659102,2.9878511
11.553254,14.007981
9.618607,15.175779
-0.033865422,4.316936
3.4425697,9.8572445
-0.46778023,5.8547254
13.674642,-1.219787
12.609832,11.827683
11.615092,-6.73545
6.197239,14.49391
1.4768964,-5.3597884
1.0893732,12.125205
14.87717,6.119957
13.255958,11.349136
10.020188,11.736691
15.754172,2.794708
13.038525,2.336951
13.352059,12.183797
11.855116,9.384121
4.1458855,13.866114
13.565015,-4.4990234
14.576592,7.464904
11.943088,-0.38514218
-0.025152478,7.2372828
12.735362,-5.356458
15.219826,2.4934373
14.905677,0.30981556
0.1776804,0.38589835
-0.74875313,6.094126
6.5487585,13.317659
4.4707375,13.625415
9.313215,13.668474
8.9931,12.836035
14.237404,-1.7741547
12.431973,-0.8146149
0.43016455,-4.9209766
3.8670926,12.778219
14.575236,1.0526783
11.112887,11.813699
13.503855,5.4408092
1.6757919,-6.77691
10.957957,-3.4864252
8.396218,13.867082
8.754317,-6.7377396
0.8191337,7.808808
1.465474,-3.144859
0.36400238,8.439928
1.409532,12.311514
0.5454974,8.948091
5.502572,14.54598
0.4518318,9.574867
7.754316,13.861725
-0.96223426,4.2098017
-0.47887406,0.14283381
9.18991,14.314999
13.895397,0.3425032
14.466286,-0.45703295
11.242741,10.06342
12.322532,8.947349
11.698669,-4.2770658
13.842184,11.346591
15.044919,-0.19763362
9.58296,13.979046
15.077316,-0.088410795
15.045475,-0.3655388
10.051814,12.235545
14.563147,9.307978
9.466133,13.617458
2.0860996,-7.874261
14.215793,-3.443107
13.426363,3.9748569
14.313566,10.752421
10.620543,10.531698
11.520073,11.4123535
-0.879865,4.030722
2.0954685,7.7239537
15.385961,-0.049968734
11.905792,0.33364865
12.552281,13.092077
11.246504,-1.9268932
9.378018,15.314778
8.55861,13.875683
2.5809772,11.929931
10.770822,13.471015
3.7656083,13.054492
0.42932793,-4.9562864
1.2355889,5.4909267
8.660488,12.167928
13.094585,9.572024
15.653624,-1.1137929
9.43342,12.678873
15.280356,9.728635
1.7011384,8.94336
13.673069,8.754746
3.4189425,14.085512
10.086072,-3.474849
13.398121,7.49232
12.180114,-0.58830404
11.2546015,-2.9821496
3.8045838,14.384246
14.659737,0.33612037
6.876711,12.818269
8.726339,-5.526355
12.973673,7.4673676
14.277274,8.425311
14.239242,0.08257183
1.2770985,-4.2400513
13.127742,-1.0065689
0.32512644,0.44751722
4.493423,14.098488
10.563176,-6.528944
15.490567,3.961584
14.265463,9.669879
2.049715,-5.5414076
11.806098,9.676777
-0.40253425,1.8230973
3.8125026,13.361427
0.95755774,-2.8504317
15.05564,3.465365
11.975131,6.794934
15.239616,6.283297
15.264464,2.9210072
11.458461,13.628816
15.450301,8.958454
12.58794,7.0913706
15.459949,-0.19271502
0.5989844,6.621467
9.136436,11.853985
13.885624,12.108415
0.22940718,1.9129556
8.528556,12.234771
12.681383,13.2951
1.9958489,7.5635567
13.006519,8.038342
-0.5265649,9.031881
9.522509,-7.214234
14.278606,5.524383
11.941226,-4.9399624
13.661141,9.496166
2.164235,11.39328
9.788259,-4.122967
-0.9029227,5.900774
10.46498,10.345805
1.2864922,6.935767
13.79906,3.9388096
14.680256,7.4468694
12.218374,11.568052
1.4551232,-3.253375
15.096316,-0.5888172
15.544573,1.2693235
5.799333,11.540281
11.435013,-6.7351346
-0.20436347,6.5170054
1.2240462,1.4125693
15.131515,4.6934114
1.9048241,-7.602084
0.20233981,10.699997
10.468177,14.415205
13.87423,5.2718525
14.983608,7.989686
10.205532,-6.725404
5.4749117,12.866099
13.025407,-2.328904
9.821368,-5.4655385
10.987093,-5.37528
6.6906466,13.042286
14.016664,0.66399795
10.451247,12.523658
7.984169,13.40445
11.429713,8.187635
0.43481764,-4.941832
3.4245229,13.420479
9.80194,-5.4731073
5.190938,14.693291
8.415933,14.020476
-0.35140714,1.5003498
15.729957,4.005954
12.842619,7.385424
13.236146,-0.49941805
11.40824,0.74706024
9.219602,15.452657
4.448776,14.078394
12.601376,0.14397082
12.144978,10.994787
-0.06741625,6.3350983
9.809085,13.731181
1.7696497,12.247279
13.38269,0.97083086
15.821336,1.147123
2.0157769,-2.8003879
15.504129,4.9897933
0.876831,10.595585
12.778882,-2.281748
12.350797,11.742465
9.12966,-6.3987904
1.982913,-6.2894077
13.811144,3.924132
-0.7632004,2.287116
12.324503,3.0444398
12.642738,12.169553
5.9826136,14.966049
5.6674304,11.773714
1.572271,-5.696777
0.9675098,-2.537628
11.985483,-4.9858203
15.503378,1.2168882
10.160936,11.649158
8.662311,12.129484
12.7431,-5.534118
1.6209397,-2.8918345
13.532547,4.7917156
0.63617367,-4.590457
2.2823799,7.766696
15.423295,2.4261725
0.13361126,4.2230086
14.363539,5.2285953
12.953567,-1.1343186
11.482912,-6.4320383
15.081342,-0.44045857
9.667889,11.968995
0.8586189,0.34275463
0.65586394,-2.255136
11.919718,12.772067
7.9779444,11.892365
10.284448,13.276155
11.732156,-5.592486
12.454823,0.7380125
9.321372,12.282273
14.312195,5.2928267
1.4119393,-3.9603972
10.031663,13.522184
5.1212616,11.925782
14.279401,8.521485
12.038013,-5.3193216
14.957172,4.6193986
0.89774805,-0.11290458
12.714013,1.3551561
1.284814,-0.4340346
13.259251,7.720019
2.2807288,-8.13659
1.4094503,11.600741
-0.30111554,8.932878
12.892521,12.009782
5.4908233,13.118849
15.588706,5.188568
7.871977,13.319282
-0.44686544,0.327479
12.416771,-5.030168
13.822336,5.2584558
3.4655368,11.185518
5.491843,9.6997
12.391851,2.6591043
9.785928,-6.571463
3.02846,12.365678
-6.4108267,4.0834713
15.749981,5.123245
15.893497,1.0224308
8.517832,13.724256
0.13033403,-4.252254
9.718036,-4.661937
0.63112646,0.50401527
0.73261666,4.9180703
13.741051,7.2488303
11.824754,-5.573786
1.9892504,-4.5820184
-0.6185019,6.7870393
14.883558,-0.49771872
3.579155,10.444189
6.630039,12.693319
13.438011,3.051816
9.095026,15.367664
9.973923,-7.145596
1.1887959,-2.9656188
3.4792795,13.538788
14.824526,2.7712338
14.766332,10.478238
6.8356996,15.1525755
12.802948,8.166366
0.25435796,1.2916548
-0.054292448,-3.4068182
9.08442,-6.3027215
0.8783138,6.9330688
14.477861,1.2762264
10.715484,13.09148
0.56620413,5.2229476
4.38753,14.253792
10.943258,-6.0236406
15.815484,5.410774
15.078541,-0.54031885
14.839475,8.0788765
13.05636,0.5577271
9.454872,12.657915
7.8865814,12.79775
12.123107,-0.85865736
12.619289,0.6081466
10.847178,-4.1614814
3.766091,11.270422
5.7697444,14.904348
11.713204,-4.812556
9.362671,12.169138
6.194996,14.302039
11.589975,11.578939
7.7028413,14.147435
15.3641,0.727243
11.344983,-4.0723767
2.0390491,8.503031
15.109083,4.833246
-0.48900712,5.532635
12.95172,9.958217
0.7519244,0.63625216
0.5437922,2.093409
8.628386,12.148377
14.392918,3.503176
-0.14519288,4.2999206
4.1482205,11.959009
10.229562,10.133906
14.187158,5.3726916
11.273243,8.1086855
13.301179,0.56127465
8.818257,-4.6676774
1.9898582,-7.753742
14.24505,2.8882465
15.92388,3.8214686
14.046075,7.4066377
1.2697682,-5.5333047
11.194045,-5.4461756
-0.3923596,9.914311
8.395474,13.869887
1.9757082,-5.45238
12.820682,4.047917
-0.4386637,8.914093
12.124952,-5.4507504
10.436151,14.772214
6.5565085,13.68327
10.430966,14.728654
2.6280258,12.475307
4.015359,13.772267
-0.7937094,4.059339
14.758684,6.056533
-0.40122283,9.625603
9.236597,13.266024
13.511616,8.831983
14.859355,8.130416
1.4064963,11.104076
1.9827076,-5.724828
4.9866176,12.825661
15.002693,2.6002097
3.5948808,11.131819
8.492936,11.69312
10.44794,15.058281
14.086233,2.6554754
2.3744383,10.557685
13.388681,1.2007147
12.867684,13.163627
15.739785,4.488613
-0.38650364,6.8560553
11.263777,11.674328
13.316056,0.57449526
0.90910935,-1.307785
3.367126,13.932532
9.635954,-6.6886463
13.78233,-3.9804125
13.910094,9.978071
2.3871765,12.90208
13.29765,0.67247295
1.0402051,-2.466567
5.297094,11.892458
11.931077,11.107387
1.884229,-5.0058784
12.783037,-5.6863875
13.083812,-0.4193648
1.037216,-2.556888
9.308204,12.398448
4.7166543,11.251048
12.869171,12.189921
8.798792,13.128104
8.1951065,12.041986
-0.39069968,1.3670573
-0.102281265,-1.3335326
2.2890344,10.593489
0.1947252,4.646898
9.577486,-3.3610797
0.6358891,3.8735962
3.598652,13.660522
0.25518987,-1.015068
13.813865,-0.3637245
5.5059237,14.73713
10.450556,9.344796
1.9629015,-2.79006
0.13825883,4.7672224
14.703287,2.2613246
7.7841744,13.508482
12.938814,-0.6123343
8.4551,13.574049
6.1831784,14.060305
14.47413,0.25933015
14.550485,-1.9851767
12.201608,2.8977268
15.936544,1.1714889
15.402113,1.2239106
11.358686,-3.9009159
1.1338544,8.783121
11.7070265,12.655588
-0.82281923,4.2272887
12.283008,11.003621
0.3970696,-1.6300809
13.535279,1.2672857
11.611614,14.361574
15.181179,9.242444
12.241394,-7.1721773
1.637124,-0.96579736
-1.0968621,6.269764
12.069808,-5.134133
14.397597,0.070981376
8.465194,13.888305
13.536717,8.553222
6.2203507,14.94989
12.242775,11.49878
11.6314945,7.2676187
14.427213,6.2195196
12.92294,8.952021
-0.8107911,4.1344323
-0.13988733,9.411577
10.299463,14.961107
0.5818847,9.275459
13.374848,-2.8541286
13.657903,2.4618473
0.60734904,9.991201
9.826713,13.743125
3.2409184,13.340941
12.579275,3.5310738
11.003194,10.832167
-0.36360928,-3.442829
1.0637422,12.173336
9.178629,13.788098
14.209717,11.2998295
3.7885396,10.1993265
14.430962,8.184324
9.239142,-6.175347
14.143146,8.9631
11.123889,2.2392182
13.54126,12.019798
12.479106,13.007343
11.343497,-4.8876843
0.5029019,0.61789745
8.389182,15.012415
10.171294,14.098979
15.930403,2.7946215
0.8576716,-1.4056984
12.143877,-3.306905
0.23629715,10.741916
5.582894,9.399737
12.008601,-4.256559
15.106027,8.95396
7.720974,13.868661
0.7557577,4.7516165
5.8178625,11.080385
13.939359,-1.9293559
10.679563,14.948566
10.37127,15.127091
11.08155,-4.922938
4.9715605,11.816912
1.8483243,12.07682
2.1496031,-4.277428
1.9693979,9.451722
15.23081,8.860331
2.1178744,-3.6931884
11.481665,13.953377
2.136839,9.395205
11.845563,-5.9119506
3.9545872,12.062467
13.333146,2.901262
15.754472,4.6669254
3.191152,14.31156
2.048621,10.031003
10.013169,-7.162576
16.143673,2.7197194
13.817744,4.9061756
2.0487163,-8.029355
13.149291,-4.1007276
5.08997,12.627401
